id,student_skills,student_fields_of_study,project_prefered_skills,project_prefered_fields_of_study,match_persentage
972,"['AWS', 'Data Analysis', 'Java', 'Spring Boot']",Electrical Engineering,"['React', 'Data Analysis', 'Machine Learning', 'Python', 'TensorFlow']","['Computer Science', 'Mathematics']",14.0
973,"['CSS', 'Spring Boot', 'C#']",AI/ML,"['Spring Boot', 'Docker', 'Java', 'C#', 'SQL', 'CSS']","['Software Engineering', 'Mechanical Engineering', 'AI/ML']",65.0
974,"['AWS', 'C#', 'HTML', 'React', 'SQL']",Physics,"['Spring Boot', 'Python', 'AWS', 'Docker', 'Kubernetes', 'Data Analysis']","['Mechanical Engineering', 'AI/ML']",11.67
975,"['CSS', 'Spring Boot', 'AWS', 'Machine Learning', 'Kubernetes']",Software Engineering,"['HTML', 'Java', 'SQL', 'TensorFlow']","['Mechanical Engineering', 'Mathematics', 'Electrical Engineering']",0.0
976,"['C#', 'CSS']",Mechanical Engineering,"['AWS', 'Python', 'React', 'Data Analysis', 'Spring Boot', 'Kubernetes']",['Software Engineering'],0.0
977,"['C#', 'Java', 'React', 'CSS']",Data Science,"['Python', 'HTML', 'Kubernetes']","['Data Science', 'Computer Science', 'Electrical Engineering']",30.0
978,"['Docker', 'React', 'C#', 'HTML', 'Kubernetes']",Mathematics,"['Spring Boot', 'AWS', 'Python', 'SQL', 'C#']","['Mechanical Engineering', 'Computer Science']",14.0
979,"['Data Analysis', 'AWS']",AI/ML,"['Kubernetes', 'Java', 'TensorFlow', 'AWS']","['Electrical Engineering', 'Data Science']",17.5
980,"['React', 'Python', 'Machine Learning']",Computer Science,"['SQL', 'Spring Boot', 'HTML']",['Mechanical Engineering'],0.0
981,"['Machine Learning', 'Kubernetes']",Software Engineering,"['Data Analysis', 'Java', 'AWS']","['Software Engineering', 'Physics']",30.0
982,"['Machine Learning', 'Kubernetes']",AI/ML,"['Data Analysis', 'Spring Boot', 'C#']",['Electrical Engineering'],0.0
983,"['Kubernetes', 'Java', 'SQL', 'HTML']",Software Engineering,"['TensorFlow', 'AWS', 'Data Analysis', 'React']",['Computer Science'],0.0
984,"['HTML', 'Java', 'Docker']",Data Science,"['Python', 'AWS', 'Kubernetes', 'Data Analysis']",['Computer Science'],0.0
985,"['Docker', 'HTML', 'Python', 'C#']",Data Science,"['Machine Learning', 'SQL', 'C#', 'TensorFlow']","['Mathematics', 'Physics', 'Mechanical Engineering']",17.5
986,"['Java', 'C#']",Software Engineering,"['React', 'Python', 'TensorFlow', 'C#', 'Spring Boot']","['AI/ML', 'Computer Science']",14.0
987,"['Python', 'React', 'Kubernetes']",Physics,"['SQL', 'CSS', 'HTML']",['Computer Science'],0.0
988,"['Python', 'Kubernetes', 'Java', 'Data Analysis', 'Machine Learning']",Mechanical Engineering,"['Machine Learning', 'SQL', 'Data Analysis', 'Spring Boot', 'React', 'CSS']","['Data Science', 'AI/ML', 'Electrical Engineering']",23.33
989,"['C#', 'Spring Boot']",Electrical Engineering,"['Docker', 'Spring Boot', 'Machine Learning', 'React', 'Python', 'AWS']","['AI/ML', 'Data Science', 'Software Engineering']",11.67
990,"['Kubernetes', 'SQL', 'AWS']",Mathematics,"['TensorFlow', 'Python', 'Data Analysis', 'Spring Boot']","['Mathematics', 'Software Engineering', 'Mechanical Engineering']",30.0
991,"['C#', 'HTML', 'React']",Data Science,"['HTML', 'TensorFlow', 'React', 'Python']","['Physics', 'Computer Science', 'AI/ML']",35.0
992,"['TensorFlow', 'Data Analysis', 'Java']",Mathematics,"['Machine Learning', 'React', 'Docker', 'C#', 'Python']","['Physics', 'Software Engineering', 'Mathematics']",30.0
993,"['AWS', 'Python', 'Kubernetes']",Computer Science,"['Spring Boot', 'SQL', 'CSS']","['Data Science', 'AI/ML', 'Software Engineering']",0.0
994,"['Kubernetes', 'React']",Software Engineering,"['SQL', 'Python', 'C#', 'Spring Boot']",['Mechanical Engineering'],0.0
995,"['Python', 'React']",Mechanical Engineering,"['Data Analysis', 'SQL', 'CSS', 'Spring Boot', 'TensorFlow', 'Kubernetes']","['Mechanical Engineering', 'AI/ML', 'Data Science']",30.0
996,"['AWS', 'Kubernetes', 'Java', 'Spring Boot', 'Machine Learning']",Computer Science,"['C#', 'CSS', 'Spring Boot', 'Kubernetes', 'HTML', 'Docker']","['Software Engineering', 'Mechanical Engineering']",23.33
997,"['Machine Learning', 'Kubernetes', 'C#', 'React']",Mechanical Engineering,"['Spring Boot', 'Python', 'Data Analysis', 'Docker']","['Computer Science', 'Data Science', 'Mechanical Engineering']",30.0
998,"['TensorFlow', 'HTML', 'Kubernetes', 'Spring Boot']",Data Science,"['Java', 'Docker', 'CSS']",['Mechanical Engineering'],0.0
999,"['React', 'AWS', 'CSS', 'Java']",Physics,"['React', 'CSS', 'Machine Learning']","['Mathematics', 'Computer Science']",46.67
1000,"['Python', 'Kubernetes', 'C#', 'Spring Boot']",Mathematics,"['Python', 'Kubernetes', 'Java']",['Mechanical Engineering'],46.67
